Product Code,Cat 1,Cat 2,Cat 3,Cat 4,Cat 5,Cat 6,Cat 7,Sub Cat,Item,Range/Brand,Size (all sizes are approximate),Fabric,Colour,Web product Name,descriptive and user tags (separated by |),image name 1 (same as sku),image name 2 (same as sku),image name 3 (same as sku),Availability,Supplier,Range,Cost Price (ex VAT,Mark up %, Selling Price (ex VAT) ,Delivery Timescale (Working days),Assembled/Flat Pack,Excel Sell Code,Excel Type 3 Sell Price,Warranty,
CHEST40005,Bedroom,,,,,,,Bedroom Furniture,Chests of  4 Drawers,Marseille,H845 W780 D460,Wood,Maple,Marseille Chest of 4 Drawers,"Fully assembled 4 drawer chest | Two shallow and two deep drawers | Made of MFC and MDF wood effect/laminate/veneer | Joints are glued, doweled and corner braced | Metal drawer sides with solid base and back panel | Metal bow handle | Complies with BS4875 Part7:2006 Domestic and contract storage furniture; Performance Requirement Level 4 and EN14749:2016 Domestic and kitchen storage units | Made in the UK",requested,,,Stock,Hughes/Bentincks,Essential, £78.70 ,75, £137.73 ,,Assembled,DFF0015SDID,£98.56,1 Year Warranty,
CHEST50004,Bedroom,,,,,,,Bedroom Furniture,Chests of  5 Drawers,Marseille,H1050 W780 D460,Wood,Maple,Marseille Chest of 5 Drawers,"Fully assembled 5 drawer chest | Two shallow and three deep drawers | Made of MFC and MDF wood effect/laminate/veneer | Joints are glued, doweled and corner braced | Metal drawer sides with solid base and back panel | Metal bow handle | Complies with BS4875 Part7:2006 Domestic and contract storage furniture; Performance Requirement Level 4 and EN14749:2016 Domestic and kitchen storage units | Made in the UK",requested,,,Stock,Hughes/Bentincks,Essential, £85.00 ,75, £148.75 ,,Assembled,DFF0016SDID,£106.53,1 Year Warranty,
DESKWD0001,Home Office,Living Room,Bedroom,,,,,Home Office Furniture,Desk,Marseille,H720 W1000 D500,Wood,Maple,Marseille Desk,Fully assembled desk |Simple style desk | Made of MFC and MDF | Complies with BS4875 Part7:2006 Domestic and contract storage furniture; Performance Requirement Level 4 and EN14749:2016 Domestic and kitchen storage units | Made in the UK,requested,,,Stock,Hughes,Essential, £42.86 ,75, £75.01 ,,Assembled,DESKWD0001,£75.00,1 Year Warranty,
HEADBD0006,Bedroom,,,,,,,Bedroom Furniture,Headboards Single,Marseille,H300 W920 D15,Wood,Maple,Marseille Headboard Single,Single headboard | Made of MDF | Made in the UK,requested,,,Stock,Hughes,Essential, £8.95 ,75, £15.66 ,,Assembled,DFF0036SDID,£11.99,1 Year Warranty,
HEADBD0008,Bedroom,,,,,,,Bedroom Furniture,Headboards Double,Marseille,H300 W1375 D15,Wood,Maple,Marseille Headboard Double,Double headboard | Made of MDF | Made in the UK,requested,,,Stock,Hughes,Essential, £12.30 ,75, £21.53 ,,Assembled,DFF0035SDID,£15.04,1 Year Warranty,
ROBESC0002,Bedroom,,,,,,,Bedroom Furniture,Wardrobes Combi,Marseille,H1860 W760 D480,Wood,Maple,Marseille Wardrobe Combi,"Fully assembled 2 door 3 drawer combination wardrobe | Made of MFC and MDF | Joints are glued, doweled and corner braced | Metal drawer sides with solid base and back panel | Metal bow handle | 165° concealed hinges | Made in the UK",requested,,,Stock,Hughes/Bentincks,Essential, £113.00 ,75, £197.75 ,,Assembled,DFF0055SDID,£157.00,1 Year Warranty,
ROBESD0001,Bedroom,,,,,,,Bedroom Furniture,Wardrobes Double,Marseille,H1860 W760 D480,Wood,Maple,Marseille Wardrobe Double,"Fully assembled double wardrobe | Made of MFC and MDF | Joints are glued, doweled and corner braced | Metal drawer sides with solid base and back panel | Metal bow handle | 165° concealed hinges | Made in the UK",requested,,,Stock,Hughes/Bentincks,Essential, £91.15 ,75, £159.51 ,,Assembled,DFF0057SDI,£122.00,1 Year Warranty,
ROBESS0001,Bedroom,,,,,,,Bedroom Furniture,Wardrobes Single,Marseille,H1860 W580 D480,Wood,Maple,Marseille Wardrobe Single,"Fully assembled single wardrobe | Made of MFC and MDF | Joints are glued, doweled and corner braced | Metal drawer sides with solid base and back panel | Metal bow handle | 165° concealed hinges | Made in the UK",requested,,,Stock,Hughes/Bentincks,Essential, £71.35 ,75, £124.86 ,,Assembled,DFF0056SDID,£94.38,1 Year Warranty,
BEDBAS0001,Bedroom,,,,,,,Bedroom Furniture,Bed Bases Single,Diana S5,L1900 W900 D300,Wood/Fabric,White/Blue,Diana Crib 5 Base,"Bed base to pair with our Single Diana Mattress | Polyester Viscose covering | Platform top, non-sprung base | Timber frame construction from sustainable sources; meets FSC/PEFC standards |The Diana bed base adheres to UK Crib 5 flammability regulations | Castors provided for ease of movement |Made in the UK ",candy blue base RT.jpg,candy blue detail.jpg,,Stock,Highgrove,Essential, £19.50 ,75, £34.13 ,,Assembled,BEDBAS0001,£43.20,1 Year Warranty,
BEDBAS0003,Bedroom,,,,,,,Bedroom Furniture,Bed Frames Wood Single,Torino or Rio,L2020 H835 (Headboard) H480 (Footboard) W985 ,Wood,Pine,Torino Wooden Bed Frame Single,Solid pine bed frame | Straight spindle headboard with low foot end | Slatted base design | Self assembly required,requested - Faizal,,,Stock,Heartlands,Essential, £42.00 ,75, £73.50 ,,Assembled,BEDBAS0003,£65.60,1 Year Warranty,
BEDBAS0004,Bedroom,,,,,,,Bedroom Furniture,Bed Frames Metal Single,Leanne,L2013 H817 (Headboard) H487 (Footboard) W925,Metal,Silver,Leanne Metal Bed Frame Single,Modern design metal bed frame | Metal bar base for extra strength with additional centre legs on side rails for durability | Self assembly required,Leanne - with matt,,,Stock,Heartlands,Essential, £29.00 ,75, £50.75 ,,Assembled,BEDBAS0004,£44.64,1 Year Warranty,
BEDBAS0005,Bedroom,,,,,,,Bedroom Furniture,Bed Bases Pineking Single,Pineking Ortho,L1900 W900 D300,Wood/Fabric,Cream,Pine King Standard Orthopaedic Bed Base - Single,Orthopaedic Mattress | Medium Support | Hand Tufted | Luxury fillings | Comfort fabric covering 100% Cotton? | The PineKing Orthopaedic is for domestic use and conforms to BS7177 low hazard safety regulations | Please turn and rotate mattresses regularly | Made in the UK,turin ortho 1.jpg,,,Stock,Highgrove,Essential, £40.00 ,75, £70.00 ,,Assembled,BEDBAS0005,£102.40,1 Year Warranty,
BEDBAS0006,Bedroom,,,,,,,Bedroom Furniture,Bed Bases Double,Diana S5,L1900 W1350 D300,Wood/Fabric,White/Blue,Diana Bed Base - Double (contract crib 5),"Bed base to pair with our Double Diana Mattress | Polyester Viscose covering | Platform top, non-sprung base | Timber frame construction from sustainable sources; meets FSC/PEFC standards |The Diana bed base adheres to UK Crib 5 flammability regulations | Double bed base is split for ease of delivery and installation | Castors provided for ease of movement | Made in the UK ",candy blue double base RT.jpg,candy blue double detail.jpg,,Stock,Highgrove,Essential, £29.00 ,75, £50.75 ,,Assembled,DFF0024SDID,£96.03,1 Year Warranty,
BEDBAS0009,Bedroom,,,,,,,Bedroom Furniture,Bed Frames Metal Double,Leanne,L1850 H890 (Headboard) H540 (Footboard) W1350,Metal,Silver,Leanne Bed Frame Metal - Double,Modern design metal bed frame | Metal bar base for extra strength with additional centre legs on side rails for durability | Self assembly required,leanne double.jpg,,,Stock,Heartlands,Essential, £41.00 ,75, £71.75 ,,Assembled,BEDBAS0009,£73.78,1 Year Warranty,
BEDBAS0011,Bedroom,,,,,,,Bedroom Furniture,Bed Base Double,Neptune source 7,L1900 W1350 D300,Wood/Breathable Waterproof Fabric,Blue,Neptune Bed Base - Double (contract crib 7),"Bed base to pair with our Double Neptune Mattress | Breathable Waterproof covering | Platform top, non-sprung base | Timber frame construction from sustainable sources; meets FSC/PEFC standards |The Neptune bed base adheres to UK Crib 7 flammability regulations | Double bed base is split for east of delivery and installation | Castors provided for ease of movement | Made in the UK",maestro double base RT.jpg,maestro double detail.jpg,,Stock,Highgrove,Essential, £41.00 ,75, £71.75 ,,Assembled,DFF0021SDID,£147.98,1 Year Warranty,
BEDBAS0012,Bedroom,,,,,,,Bedroom Furniture,Bed Bases Single,Neptune source 7,L1900 W900 D300,Wood/Breathable Waterproof Fabric,Blue,Neptune Bed Base - Single (contract crib 7),"Bed base to pair with our Single Neptune Mattress | Breathable Waterproof covering | Platform top, non-sprung base | Timber frame construction from sustainable sources; meets FSC/PEFC standards |The Neptune bed base adheres to UK Crib 7 flammability regulations | Castors provided for ease of movement | Made in the UK",maestro base RT.jpg,maestro detail.jpg,,Stock,Highgrove,Essential, £30.50 ,75, £53.38 ,,Assembled,BEDBAS0012,£49.46,1 Year Warranty,
BEDBAS0013,Bedroom,,,,,,,Bedroom Furniture,Bed Frame Wood Double,Torino or Rio,L2007 H839 (Headboard) H483 (Footboard) W1499,Wood,Pine,Torino Wooden Bed Frame - Double,Solid pine bed frame | Straight spindle headboard with low foot end | Slatted base design | Self assembly required,Torino-,,,Stock,Heartlands,Essential, £55.00 ,75, £96.25 ,,Assembled,BEDBAS0013,£85.01,1 Year Warranty,
BEDBAS0014,Bedroom,,,,,,,Bedroom Furniture,Bed Bases King,Diana S5,King,Wood/Fabric,White/Blue,Diana Bed Base - King (contract crib 5),"Bed base to pair with our King Diana Mattress | Polyester Viscose covering | Platform top, non-sprung base | Timber frame construction from sustainable sources; meets FSC/PEFC standards |The Diana bed base adheres to UK Crib 5 flammability regulations | King bed base is split for ease of delivery and installation |  Castors provided for ease of movement | Made in the UK ",candy blue double base RT.jpg,candy blue double detail.jpg,,Special,Highgrove,Essential, £44.00 ,75, £77.00 ,6-10 days,Assembled,BEDBAS0014,£84.80,1 Year Warranty,
BEDBAS0016,Bedroom,,,,,,,Bedroom Furniture,Bed Bases Pineking King,Pineking Ortho,King,Wood/Fabric,Cream,Pine King Standard Orthopaedic Bed Base - King,Bed base to pair with our PineKing Orthopaedic Mattress | Comfort fabric covering polyester/polypropylene mix | Softwood frame construction from sustainable sources |Black castors for ease of movement | The King base splits for ease of delivery and installation and is joined in situ with linking bars | The PineKing Orthopaedic is for domestic use and conforms to BS7177 low hazard safety regulations | Made in the UK,requested,,,Special,Highgrove,Essential, £70.00 ,75, £122.50 ,6-10 days,Assembled,BEDBAS0016,£115.49,1 Year Warranty,
BEDBAS0024,Bedroom,,,,,,,Bedroom Furniture,Bed Bases Verona King,Verona,King,Wood/Fabric,Cream,Verona Bed Base - King,Bed base to pair with our King Verona Mattress | Polyester/Polypropylene covering | Softwood frame construction from sustainable sources | Frame is a firm platform top construction | The King base splits for ease of delivery and installation and is joined in situ with linking bars | The Verona is for domestic use | Made in the UK,requested,,,Special,Highgrove,Essential, £60.00 ,75, £105.00 ,6-10 days,Assembled,no sales code,£105.00,1 Year Warranty,
BEDBAS0019,Bedroom,,,,,,,Bedroom Furniture,Bed Bases S7 Single,Victory S7,L1900 W900 D300,Wood/PVC Waterproof Fabric,Blue Stripe,Victory Waterproof PVC Bed Base - Single (contract crib 7),"Bed base to pair with our Single Victory Mattress | PVC Waterproof covering | Platform top, non-sprung base | Timber frame construction from sustainable sources; meets FSC/PEFC standards | The Victory bed base adheres to UK Crib 7 flammability regulations | Castors provided for ease of movement | Made in the UK",majestic single base RT.jpg,majestic single detail.jpg,,Stock,Highgrove,Essential, £30.50 ,75, £53.38 ,,Assembled,BEDBAS0019,£46.25,1 Year Warranty,
BEDBAS0020,Bedroom,,,,,,,Bedroom Furniture,Bed Bases S7 Double,Victory S7,L1900 W1350 D300,Wood/PVC Waterproof Fabric,Blue Stripe,Victory Waterproof PVC Bed Base - Double (contract crib 7),"Bed base to pair with our Double Victory Mattress | PVC Waterproof covering | Platform top, non-sprung base | Timber frame construction from sustainable sources; meets FSC/PEFC standards | The Victory bed base adheres to UK Crib 7 flammability regulations | Double bed base is split for ease of delivery and installation | Castors provided for ease of movement | Made in the UK",majestic double base RT.jpg,majestic double detail.jpg,,Stock,Highgrove,Essential, £41.00 ,75, £71.75 ,,Assembled,BEDBAS0020,£64.16,1 Year Warranty,
BUNKBE0002,Bedroom,,,,,,,Bedroom Furniture,Bunk Beds,Milano / Other,L2007 H1524 W978,Wood,Pine,Milano Wood Bunk Beds,A traditionally styled pine bunk bed  | Classic spindle detail in the headboard and footboard | Top bunk has a safety rail and comes with a ladder for easy access | Can be split into two beds | Self assembly,Milano Light Antique,,,Stock,Heartlands,Essential, £100.00 ,75, £175.00 ,,Assembled,DFF0012SDID,£129.98,1 Year Warranty,
FOLDIN0001,Bedroom,,,,,,,Bedroom Furniture,Folding Bed with Mattress,Copenhagen,L1500 W800 D340,Metal,Black,Copenhagen Folding Bed with Mattress,Folding metal bed frame with mattress | Black tubular steel frame | Slatted base for added comfort | Easy folding action | Compact for storage | Folded dimensions H940 W800 D150 mm,copenhagen open,copenhagenn closed standing,copenhagen BED FLAT,Stock,Heartlands,Essential, £45.00 ,75, £78.75 ,,Assembled,FOLDIN0001,£72.72,1 Year Warranty,
BEDSET0004,Bedroom,,,,,,,Bedroom Furniture,ZIP AND LINK 6' Verona Super King,Verona,Super King,Polyester/Polypropylene,Cream,Verona Zip & Link Super King Bed Base & Mattress,The Verona mattress is an exceptional value micro-quilted mattress | High quality woven damask covering - 52% Polypropylene 48% Polyester | Deep layers of surface upholstery provide luxurious comfort | Traditional 13.5 gauge Bonnell spring ensures correct underlying support | Sleep both sides to maximise performance |  The Verona bed base is a fully upholstered softwood frame construction built from sustainable sources | Firm platform top construction | Castors for ease of movement | Base is split for ease of delivery and installation and is joined in situ by linking bars,requested,,,Special,Highgrove,Essential, £234.00 ,75, £409.50 ,6-10 days,Assembled,no sales code,£351.00,1 Year Warranty,
MATTRE0003,Bedroom,,,,,,,Bedroom Furniture,Mattresses Diana S5 Single ,Diana S5,L1900 W900 D180,Polyester/Viscose,White/Blue,Diana Mattress - Single (contract crib 5),Entry level spring interior mattress | Bonnell Spring Unit | Light Quilted | Polyester Viscose covering | The Diana is a safety compliance mattress that is fire tested to Crib 5 specifications and strict adherence to BS7177 medium hazard safety regulations | Please turn and rotate mattress regularly |Made in the UK ,candy blue detail.jpg,candy blue RT.jpg,,Stock,Highgrove,Essential, £27.50 ,75, £48.13 ,,Assembled,DFF0052SDID,£34.64,1 Year Warranty,
MATTRE0004,Bedroom,,,,,,,Bedroom Furniture,Mattresses Victory S5 Single,Victory S5,Single,PVC Waterproof,Blue Stripe,Victory Waterproof PVC Mattress - Single (contract crib 5),Spring interior mattress | Bonnell Spring Unit | PVC Waterproof covering |  The Victory is a safety compliance mattress that is fire tested to Crib 5 specifications and strict adherence to BS7177 high hazard safety regulations | Please turn and rotate mattress regularly | Made in the UK,majestic single RT.jpg,majestic single detail.jpg,,Stock,Highgrove,Essential, £46.50 ,75, £81.38 ,,Assembled,DFF0066SDID,£71.53,1 Year Warranty,
MATTRE0005,Bedroom,,,,,,,Bedroom Furniture,Mattresses Orthopaedic/Pineking Double,Pineking Ortho,L1900 W1350 D260,Cotton,Cream,Pine King Standard Orthopaedic Mattress - Double,Orthopaedic Mattress | Medium Support | Hand Tufted | Luxury fillings | Comfort fabric covering 100% Cotton? | The PineKing Orthopaedic is for domestic use and conforms to BS7177 low hazard safety regulations | Please turn and rotate mattresses regularly | Made in the UK,requested,,,Special,Highgrove,Essential, £65.00 ,75, £113.75 ,6-10 days,Assembled,DFF0065SDID,£103.00,1 Year Warranty,
MATTRE0008,Bedroom,,,,,,,Bedroom Furniture,Mattresses Diana S5 Double,Diana S5,L1900 W1350 D180,Polyester/Viscose,White/Blue,Diana Mattress - Double (contract crib 5),Entry level spring interior mattress | Bonnell Spring Unit | Light Quilted | Polyester Viscose covering | The Diana is a safety compliance mattress that is fire tested to Crib 5 specifications and strict adherence to BS7177 medium hazard safety regulations | Please turn and rotate mattress regularly |Made in the UK ,candy blue double detail.jpg,candy blue double RT.jpg,,Stock,Highgrove,Essential, £40.00 ,75, £70.00 ,,Assembled,DFF0033SDID,£56.76,1 Year Warranty,
MATTRE0010,Bedroom,,,,,,,Bedroom Furniture,Mattresses Orthopaedic/Pineking Single,Pineking Ortho,L1900 W900 D260,Cotton,Cream,Pine King Standard Orthopaedic Mattress - Single,Bed base to pair with our PineKing Orthopaedic Mattress | Comfort fabric covering polyester/polypropylene mix | Softwood frame construction from sustainable sources |Black castors for ease of movement | The Double base splits for ease of delivery and installation and is joined in situ with linking bars | The PineKing Orthopaedic is for domestic use and conforms to BS7177 low hazard safety regulations | Made in the UK,turin ortho 2.jpg,turin ortho 1.jpg,,Stock,Highgrove,Essential, £55.00 ,75, £96.25 ,,Assembled,DFF0064SDID,£75.00,1 Year Warranty,
MATTRE0011,Bedroom,,,,,,,Bedroom Furniture,Mattresses Orthopaedic/Pineking King,Pineking Ortho,King,Cotton,Cream,Pine King Standard Orthopaedic Mattress - King,Orthopaedic Mattress | Medium Support | Hand Tufted | Luxury fillings | Comfort fabric covering 100% Cotton? | The PineKing Orthopaedic is for domestic use and conforms to BS7177 low hazard safety regulations | Please turn and rotate mattresses regularly | Made in the UK,requested,,,Special,Highgrove,Essential, £80.00 ,75, £140.00 ,6-10 days,Assembled,MATTRE0011,£193.20,1 Year Warranty,
MATTRE0012,Bedroom,,,,,,,Bedroom Furniture,Mattresses Diana S5 King,Diana S5,King,Polyester/Viscose,White/Blue,Diana Mattress - King (contract crib 5),Entry level spring interior mattress | Bonnell Spring Unit | Light Quilted | Polyester Viscose covering | The Diane is a safety compliance mattress that is fire tested to Crib 5 specifications and strict adherence to BS7177 medium hazard safety regulations | Please turn and rotate mattress regularly |Made in the UK ,candy blue double detail.jpg,candy blue double RT.jpg,,Special,Highgrove,Essential, £52.00 ,75, £91.00 ,6-10 days,Assembled,MATTRE0012,£112.70,1 Year Warranty,
MATTRE0013,Bedroom,,,,,,,Bedroom Furniture,Mattresses Neptune source 7 Single,Neptune source 7,L1900 W900 D180,Breathable Waterproof,Blue,Neptune Mattress - Single (contract crib 7),Spring interior mattress | Bonnell Spring Unit | Breathable Waterproof covering |  The Neptune is a safety compliance mattress that is fire tested to Crib 7 specifications and strict adherence to BS7177 high hazard safety regulations | Please turn and rotate mattress regularly |Made in the UK ,maestro detail.jpg,maestro RT.jpg,,Stock,Highgrove,Essential, £46.50 ,75, £81.38 ,,Assembled,DFF0053SDID,£71.53,1 Year Warranty,
MATTRE0014,Bedroom,,,,,,,Bedroom Furniture,Mattresses Neptune source 7 Double,Neptune source 7,L1900 W1350 D180,Breathable Waterproof,Blue,Neptune Mattress - Double (contract crib 7),Spring interior mattress | Bonnell Spring Unit | Breathable Waterproof covering |  The Neptune is a safety compliance mattress that is fire tested to Crib 7 specifications and strict adherence to BS7177 high hazard safety regulations | Please turn and rotate mattress regularly |Made in the UK ,maestro double RT.jpg,maestro double detail.jpg,,Stock,Highgrove,Essential, £61.50 ,75, £107.63 ,,Assembled,DFF0034SDID,£91.50,1 Year Warranty,
MATTRE0018,Bedroom,,,,,,,Bedroom Furniture,Mattresses Victory S7 Single,Victory S7,L1900 W900 D180,PVC Waterproof,Blue Stripe,Victory Waterproof PVC Mattress - Single (contract crib 5),Spring interior mattress | Bonnell Spring Unit | PVC Waterproof covering |  The Victory is a safety compliance mattress that is fire tested to Crib 7 specifications and strict adherence to BS7177 high hazard safety regulations | Please turn and rotate mattress regularly | Made in the UK,majestic single RT.jpg,majestic single detail.jpg,,Stock,Highgrove,Essential, £46.50 ,75, £81.38 ,,Assembled,DFF0066SDID,£71.53,1 Year Warranty,
MATTRE0019,Bedroom,,,,,,,Bedroom Furniture,Mattresses Victory S7 Double,Victory S7,L1900 W1350 D180,PVC Waterproof,Blue Stripe,Victory Waterproof PVC Mattress - Double (contract crib 7),Spring interior mattress | Bonnell Spring Unit | PVC Waterproof covering |  The Victory is a safety compliance mattress that is fire tested to Crib 7 specifications and strict adherence to BS7177 high hazard safety regulations | Please turn and rotate mattress regularly | Made in the UK,majestic RT.jpg,majestic double detail.jpg,,Stock,Highgrove,Essential, £61.50 ,75, £107.63 ,,Assembled,DFF0067SDID,£91.50,1 Year Warranty,
MATTRE0024,Bedroom,,,,,,,Bedroom Furniture,Mattresses Verona King,Verona,King,Polyester/Polypropylene,Cream,Verona Mattress - King,The Verona mattress is an exceptional value micro-quilted mattress | High quality woven damask covering - 52% Polypropylene 48% Polyester | Deep layers of surface upholstery provide luxurious comfort | Traditional 13.5 gauge Bonnell spring ensures correct underlying support | Sleep both sides to maximise performance ,requested,,,special,Highgrove,Essential, £60.00 ,75, £105.00 ,6-10 days,Assembled,no sales code,£105.00,1 Year Warranty,
MATPRO0002,Bedroom,,,,,,,Bedding,Mattress Protectors Quilted Single,Arbry,Single,Polycotton/Polyester,White,Quilted Mattress Protector - Single,Polycotton top and sides with a 2oz quilted wadding inside | Machine washable,quilted polycotton matt prot + pillow prot (2),,,Stock,Avantex,Essential, £2.65 ,75, £4.64 ,,Assembled,DFF0062SDID,£3.92,1 Year Warranty,
MATPRO0004,Bedroom,,,,,,,Bedding,Mattress Protectors Waterproof Terry Single,Arbry,Single,Terry Towelling with PVC backing,White,Waterproof Terry Cotton Mattress Protector - Single,Fully waterproof with a Terry Cotton top and sides with a PVC backing to protect the mattress from water damage | Machine washable,terry waterproof matt prot (2),,,Stock,Avantex,Essential, £4.60 ,75, £8.05 ,,Assembled,DFF0060SDID,£5.84,1 Year Warranty,
MATPRO0001,Bedroom,,,,,,,Bedding,Mattress Protectors Quilted Double Quilted,Arbry,Double,Polycotton/Polyester,White,Quilted Mattress Protector - Double,Polycotton top and sides with 2oz quilted wadding inside | Machine washable,quilted polycotton matt prot + pillow prot (2),,,Stock,Avantex,Essential, £4.35 ,75, £7.61 ,,Assembled,DFF0063SDID,£6.30,1 Year Warranty,
MATPRO0006,Bedroom,,,,,,,Bedding,Mattress Protectors Quilted King Quilted,Arbry,King,Polycotton/Polyester,White,Quilted Mattress Protector - King,Polycotton top and sides with 2oz quilted wadding inside | Machine washable,quilted polycotton matt prot + pillow prot (2),,,Stock,Avantex,Essential, £6.25 ,75, £10.94 ,,Assembled,no sales code,£9.38,1 Year Warranty,
MATPRO0005,Bedroom,,,,,,,Bedding,Mattress Protectors Quilted Super King Quilted,Arbry,Super King,Polycotton/Polyester,White,Quilted Mattress Protector - Super King,Polycotton top and sides with 2oz quilted wadding inside | Machine washable,quilted polycotton matt prot + pillow prot (2),,,Stock,Avantex,Essential, £6.85 ,75, £11.99 ,,Assembled,no sales code,£10.28,1 Year Warranty,
DUVETS0003,Bedroom,,,,,,,Bedding,Duvets 13.5 Tog,Unbranded,Single,Polycotton/Polyester,White,Duvets 13.5 Tog - Single,Suitable for all seasons | Polycotton covering with polyester hollowfibre filling |Machine washable,Alan,,,Stock,Cosy Home Furnishing,Essential, £5.48 ,75, £9.59 ,,Assembled,DFF0051SDID,£7.65,1 Year Warranty,
DUVETD0004,Bedroom,,,,,,,Bedding,Duvets 13.5 Tog,Unbranded,Double,Polycotton/Polyester,White,Duvets 13.5 Tog - Double,Suitable for all seasons | Polycotton covering with polyester hollowfibre filling |Machine washable,Alan,,,Stock,Cosy Home Furnishing,Essential, £7.45 ,75, £13.04 ,,Assembled,DFF0031SDID,£10.14,1 Year Warranty,
DUVETK0001,Bedroom,,,,,,,Bedding,Duvets 13.5 Tog,Unbranded,King,Polycotton/Polyester,White,Duvets 13.5 Tog - King,Suitable for all seasons | Polycotton covering with polyester hollowfibre filling |Machine washable,Alan,,,Stock,Cosy Home Furnishing,Essential, £8.52 ,75, £14.91 ,,Assembled,DUVETK0001,£17.81,1 Year Warranty,
DUVETK0002,Bedroom,,,,,,,Bedding,Duvets 13.5 Tog,Unbranded,Super King,Polycotton/Polyester,White,Duvets 13.5 Tog - Super King,Suitable for all seasons | Polycotton covering with polyester hollowfibre filling |Machine washable,Alan,,,Stock,Cosy Home Furnishing,Essential, £9.85 ,75, £17.24 ,,Assembled,DUVETK0002,£14.78,1 Year Warranty,
FITTED0007,Bedroom,,,,,,,Bedding,Sheets Fitted ,Arbry,Single,Polycotton,White,Polycotton Fitted Sheet - Single,"Easy care polycotton, manufactured using top quality yarns | Soft and durable | Machine washable",Alan,,,Stock,Avantex,Essential, £2.95 ,75, £5.16 ,,Assembled,FITTED0007,£3.26,1 Year Warranty,
FITTED0016,Bedroom,,,,,,,Bedding,Sheets Fitted ,Arbry,Double,Polycotton,White,Polycotton Fitted Sheet - Double,"Easy care polycotton, manufactured using top quality yarns | Soft and durable | Machine washable",Alan,,,Stock,Avantex,Essential, £4.25 ,75, £7.44 ,,Assembled,FITTED0016,£4.12,1 Year Warranty,
FITTED0039,Bedroom,,,,,,,Bedding,Sheets Fitted ,Arbry,King,Polycotton,White,Polycotton Fitted Sheet - King,"Easy care polycotton, manufactured using top quality yarns | Soft and durable | Machine washable",Alan,,,Stock,Avantex,Essential, £6.45 ,75, £11.29 ,,Assembled,FITTED0039,£9.81,1 Year Warranty,
FITTED0040,Bedroom,,,,,,,Bedding,Sheets Fitted ,Arbry,Super King,Polycotton,White,Polycotton Fitted Sheet - Super King,"Easy care polycotton, manufactured using top quality yarns | Soft and durable | Machine washable",Alan,,,Stock,Avantex,Essential, £8.65 ,75, £15.14 ,,Assembled,FITTED0040,£12.98,1 Year Warranty,
PILLOW0002,Bedroom,,,,,,,Bedding,Pillow,Unbranded,Standard,Cotton/Polyester,White,Pillow,Standard size pillow | Cotton covering with polyester hollowfibre filling | Machine washable,Alan,,,Stock,Cosy Home Furnishing,Essential, £2.25 ,75, £3.94 ,,Assembled,DFF0039SDID,£3.27,1 Year Warranty,
PILLOW0003,Bedroom,,,,,,,Bedding,Pillow Protector Standard Quilted,Arbry,Standard,Polycotton/Polyester,White,Quilted Pillow Protector,Polycotton pillow protector with 2oz quilted wadding inside | Machine washable,quilted polycotton matt prot + pillow prot (2),,,Stock,Avantex,Essential, £1.50 ,75, £2.63 ,,Assembled,PILLOW0003,£2.21,1 Year Warranty,
COATHA0001,Bedroom,,,,,,,Home Accessories,Coat Hanger,Unbranded,Standard,Various,Metal,Coat Hanger,Coat hanger ,Alan,,,Stock,Premier/online,Essential, £0.21 ,75, £0.37 ,,Assembled,COATHA0001,£0.32,1 Year Warranty,
PILLOW0014,Bedroom,,,,,,,Bedding,Pillow Case,Arbry,Standard,Polycotton,White,Poly Cotton Standard Pillow Case,"Easy care polycotton, manufactured using top quality yarns | Soft and durable | Machine washable",Alan,,,Stock,Avantex,Essential, £1.42 ,75, £2.49 ,,Assembled,PILLOW0014,£2.13,1 Year Warranty,
COOKER0001,Kitchen,,,,,,,Kitchen Appliances,Electric Cooker Single Cavity,Statesman,H900 W500 D600,Metal,White,Electric Single Cavity Cooker,"Double glazed oven door| Closed door grilling | 4 Solid hotplates (2 x 1Kw, 2 x 1.5Kw) | Grill element power 1.5Kw | 1 Oven shelf | 1 Deep tray, Oven capacity 54 litres |",SE50WH_B,,,Stock,Pik-a-Pak,Essential, £84.00 ,75, £147.00 ,,Assembled,DFF0093SDID,£155.52,2 Years Warranty,
COOKER0004,Kitchen,,,,,,,Kitchen Appliances,Gas Cooker Double Cavity,Montpellier,H850 W500 D600,Metal,White,Gas Double Cavity Cooker,"Gas Cooker | Double Cavity | White | Easy clean, double glazed, interior light | Main oven two shelves.  Second oven one shelf. Four gas burners | Grill compartment and oven compartment | Flame Failure Device | Complies with BS EN 30-1 & 2.",BDG581W-front.jpg,,,Stock,D.A.D,Essential, £169.00 ,75, £295.75 ,,Assembled,DFF0133SDID,£308.00,2 Years Warranty,
